HourUTC;HourDK;ConnectedArea;SharePPM;ShareMWh
2024-08-07 22:00:00;2024-08-08 00:00:00;DK1;398764;1292,381806
2024-08-07 22:00:00;2024-08-08 00:00:00;DK2;145959;473,049863
2024-08-07 22:00:00;2024-08-08 00:00:00;GE;0;0,000000
2024-08-07 22:00:00;2024-08-08 00:00:00;NL;19396;62,862527
2024-08-07 22:00:00;2024-08-08 00:00:00;NO2;233719;757,477311
2024-08-07 22:00:00;2024-08-08 00:00:00;SE;202159;655,190710
2024-08-07 21:00:00;2024-08-07 23:00:00;DK1;397978;1335,325688
2024-08-07 21:00:00;2024-08-07 23:00:00;DK2;135531;454,745257
2024-08-07 21:00:00;2024-08-07 23:00:00;GE;0;0,000000
2024-08-07 21:00:00;2024-08-07 23:00:00;NL;27945;93,764485
2024-08-07 21:00:00;2024-08-07 23:00:00;NO2;238559;800,431130
2024-08-07 21:00:00;2024-08-07 23:00:00;SE;199984;671,002883
2024-08-07 20:00:00;2024-08-07 22:00:00;DK1;312021;1123,479960
2024-08-07 20:00:00;2024-08-07 22:00:00;DK2;135073;486,354024
2024-08-07 20:00:00;2024-08-07 22:00:00;GE;0;0,000000
2024-08-07 20:00:00;2024-08-07 22:00:00;NL;91023;327,744230
2024-08-07 20:00:00;2024-08-07 22:00:00;NO2;244553;880,551716
2024-08-07 20:00:00;2024-08-07 22:00:00;SE;217327;782,519603
2024-08-07 19:00:00;2024-08-07 21:00:00;DK1;250187;965,671065
2024-08-07 19:00:00;2024-08-07 21:00:00;DK2;125795;485,546366
2024-08-07 19:00:00;2024-08-07 21:00:00;GE;0;0,000000
2024-08-07 19:00:00;2024-08-07 21:00:00;NL;103346;398,896862
2024-08-07 19:00:00;2024-08-07 21:00:00;NO2;281613;1086,967717
2024-08-07 19:00:00;2024-08-07 21:00:00;SE;239056;922,710369
2024-08-07 18:00:00;2024-08-07 20:00:00;DK1;257574;1014,965411
2024-08-07 18:00:00;2024-08-07 20:00:00;DK2;163726;645,158001
2024-08-07 18:00:00;2024-08-07 20:00:00;GE;0;0,000000
2024-08-07 18:00:00;2024-08-07 20:00:00;NL;107491;423,567193
2024-08-07 18:00:00;2024-08-07 20:00:00;NO2;274040;1079,850552
2024-08-07 18:00:00;2024-08-07 20:00:00;SE;197167;776,932153
2024-08-07 17:00:00;2024-08-07 19:00:00;DK1;254192;1029,233752
2024-08-07 17:00:00;2024-08-07 19:00:00;DK2;151188;612,164971
2024-08-07 17:00:00;2024-08-07 19:00:00;GE;0;0,000000
2024-08-07 17:00:00;2024-08-07 19:00:00;NL;116386;471,250473
2024-08-07 17:00:00;2024-08-07 19:00:00;NO2;276707;1120,397630
2024-08-07 17:00:00;2024-08-07 19:00:00;SE;201524;815,979895
2024-08-07 16:00:00;2024-08-07 18:00:00;DK1;309288;1310,543147
2024-08-07 16:00:00;2024-08-07 18:00:00;DK2;168241;712,889064
2024-08-07 16:00:00;2024-08-07 18:00:00;GE;0;0,000000
2024-08-07 16:00:00;2024-08-07 18:00:00;NL;109333;463,276320
2024-08-07 16:00:00;2024-08-07 18:00:00;NO2;259509;1099,614982
2024-08-07 16:00:00;2024-08-07 18:00:00;SE;153626;650,960797
2024-08-07 15:00:00;2024-08-07 17:00:00;DK1;321843;1416,526156
2024-08-07 15:00:00;2024-08-07 17:00:00;DK2;171955;756,826300
2024-08-07 15:00:00;2024-08-07 17:00:00;GE;0;0,000000
2024-08-07 15:00:00;2024-08-07 17:00:00;NL;102267;450,106288
2024-08-07 15:00:00;2024-08-07 17:00:00;NO2;242659;1068,013063
2024-08-07 15:00:00;2024-08-07 17:00:00;SE;161274;709,813447
2024-08-07 14:00:00;2024-08-07 16:00:00;DK1;359893;1563,568645
2024-08-07 14:00:00;2024-08-07 16:00:00;DK2;224823;976,752982
2024-08-07 14:00:00;2024-08-07 16:00:00;GE;0;0,000000
2024-08-07 14:00:00;2024-08-07 16:00:00;NL;81769;355,249503
2024-08-07 14:00:00;2024-08-07 16:00:00;NO2;194498;845,003554
2024-08-07 14:00:00;2024-08-07 16:00:00;SE;139014;603,954591
2024-08-07 13:00:00;2024-08-07 15:00:00;DK1;401553;1750,865651
2024-08-07 13:00:00;2024-08-07 15:00:00;DK2;260468;1135,704558
2024-08-07 13:00:00;2024-08-07 15:00:00;GE;0;0,000000
2024-08-07 13:00:00;2024-08-07 15:00:00;NL;57487;250,660990
2024-08-07 13:00:00;2024-08-07 15:00:00;NO2;153396;668,845384
2024-08-07 13:00:00;2024-08-07 15:00:00;SE;127093;554,158782
2024-08-07 12:00:00;2024-08-07 14:00:00;DK1;349318;1583,502637
2024-08-07 12:00:00;2024-08-07 14:00:00;DK2;244363;1107,727092
2024-08-07 12:00:00;2024-08-07 14:00:00;GE;0;0,000000
2024-08-07 12:00:00;2024-08-07 14:00:00;NL;76071;344,839134
2024-08-07 12:00:00;2024-08-07 14:00:00;NO2;184626;836,935294
2024-08-07 12:00:00;2024-08-07 14:00:00;SE;145619;660,110970
2024-08-07 11:00:00;2024-08-07 13:00:00;DK1;368550;1697,630609
2024-08-07 11:00:00;2024-08-07 13:00:00;DK2;264941;1220,380297
2024-08-07 11:00:00;2024-08-07 13:00:00;GE;0;0,000000
2024-08-07 11:00:00;2024-08-07 13:00:00;NL;6044;27,840712
2024-08-07 11:00:00;2024-08-07 13:00:00;NO2;194053;893,855949
2024-08-07 11:00:00;2024-08-07 13:00:00;SE;166410;766,526487
2024-08-07 10:00:00;2024-08-07 12:00:00;DK1;384047;1760,586619
2024-08-07 10:00:00;2024-08-07 12:00:00;DK2;263269;1206,903769
2024-08-07 10:00:00;2024-08-07 12:00:00;GE;0;0,000000
2024-08-07 10:00:00;2024-08-07 12:00:00;NL;0;0,000000
2024-08-07 10:00:00;2024-08-07 12:00:00;NO2;194728;892,691911
2024-08-07 10:00:00;2024-08-07 12:00:00;SE;157954;724,110388
2024-08-07 09:00:00;2024-08-07 11:00:00;DK1;430180;1950,307559
2024-08-07 09:00:00;2024-08-07 11:00:00;DK2;254692;1154,697786
2024-08-07 09:00:00;2024-08-07 11:00:00;GE;0;0,000000
2024-08-07 09:00:00;2024-08-07 11:00:00;NL;0;0,000000
2024-08-07 09:00:00;2024-08-07 11:00:00;NO2;171500;777,528236
2024-08-07 09:00:00;2024-08-07 11:00:00;SE;143626;651,157063
2024-08-07 08:00:00;2024-08-07 10:00:00;DK1;409756;1830,656166
2024-08-07 08:00:00;2024-08-07 10:00:00;DK2;226237;1010,754955
2024-08-07 08:00:00;2024-08-07 10:00:00;GE;0;0,000000
2024-08-07 08:00:00;2024-08-07 10:00:00;NL;0;0,000000
2024-08-07 08:00:00;2024-08-07 10:00:00;NO2;194884;870,677951
2024-08-07 08:00:00;2024-08-07 10:00:00;SE;169121;755,577598
2024-08-07 07:00:00;2024-08-07 09:00:00;DK1;425168;1838,224127
2024-08-07 07:00:00;2024-08-07 09:00:00;DK2;205876;890,113409
2024-08-07 07:00:00;2024-08-07 09:00:00;GE;0;0,000000
2024-08-07 07:00:00;2024-08-07 09:00:00;NL;0;0,000000
2024-08-07 07:00:00;2024-08-07 09:00:00;NO2;186644;806,959358
2024-08-07 07:00:00;2024-08-07 09:00:00;SE;182310;788,224391
2024-08-07 06:00:00;2024-08-07 08:00:00;DK1;383063;1603,994659
2024-08-07 06:00:00;2024-08-07 08:00:00;DK2;187519;785,197239
2024-08-07 06:00:00;2024-08-07 08:00:00;GE;0;0,000000
2024-08-07 06:00:00;2024-08-07 08:00:00;NL;44965;188,281805
2024-08-07 06:00:00;2024-08-07 08:00:00;NO2;200665;840,242868
2024-08-07 06:00:00;2024-08-07 08:00:00;SE;183787;769,568734
2024-08-07 05:00:00;2024-08-07 07:00:00;DK1;364911;1426,314494
2024-08-07 05:00:00;2024-08-07 07:00:00;DK2;178587;698,039316
2024-08-07 05:00:00;2024-08-07 07:00:00;GE;0;0,000000
2024-08-07 05:00:00;2024-08-07 07:00:00;NL;14264;55,753767
2024-08-07 05:00:00;2024-08-07 07:00:00;NO2;239867;937,560610
2024-08-07 05:00:00;2024-08-07 07:00:00;SE;202369;790,993921
2024-08-07 04:00:00;2024-08-07 06:00:00;DK1;424176;1456,908975
2024-08-07 04:00:00;2024-08-07 06:00:00;DK2;191601;658,088958
2024-08-07 04:00:00;2024-08-07 06:00:00;GE;0;0,000000
2024-08-07 04:00:00;2024-08-07 06:00:00;NL;14632;50,259156
2024-08-07 04:00:00;2024-08-07 06:00:00;NO2;196012;673,239636
2024-08-07 04:00:00;2024-08-07 06:00:00;SE;173577;596,181772
2024-08-07 03:00:00;2024-08-07 05:00:00;DK1;505812;1552,673574
2024-08-07 03:00:00;2024-08-07 05:00:00;DK2;212664;652,810050
2024-08-07 03:00:00;2024-08-07 05:00:00;GE;0;0,000000
2024-08-07 03:00:00;2024-08-07 05:00:00;NL;2419;7,425996
2024-08-07 03:00:00;2024-08-07 05:00:00;NO2;146405;449,417115
2024-08-07 03:00:00;2024-08-07 05:00:00;SE;132697;407,337788
2024-08-07 02:00:00;2024-08-07 04:00:00;DK1;519227;1546,804954
2024-08-07 02:00:00;2024-08-07 04:00:00;DK2;221990;661,320954
2024-08-07 02:00:00;2024-08-07 04:00:00;GE;0;0,000000
2024-08-07 02:00:00;2024-08-07 04:00:00;NL;0;0,000000
2024-08-07 02:00:00;2024-08-07 04:00:00;NO2;137888;410,776348
2024-08-07 02:00:00;2024-08-07 04:00:00;SE;120894;360,150051
2024-08-07 01:00:00;2024-08-07 03:00:00;DK1;548314;1663,618089
2024-08-07 01:00:00;2024-08-07 03:00:00;DK2;226126;686,082053
2024-08-07 01:00:00;2024-08-07 03:00:00;GE;0;0,000000
2024-08-07 01:00:00;2024-08-07 03:00:00;NL;0;0,000000
2024-08-07 01:00:00;2024-08-07 03:00:00;NO2;120380;365,241008
2024-08-07 01:00:00;2024-08-07 03:00:00;SE;105178;319,117049
2024-08-07 00:00:00;2024-08-07 02:00:00;DK1;626265;1980,581986
2024-08-07 00:00:00;2024-08-07 02:00:00;DK2;225442;712,966721
2024-08-07 00:00:00;2024-08-07 02:00:00;GE;0;0,000000
2024-08-07 00:00:00;2024-08-07 02:00:00;NL;0;0,000000
2024-08-07 00:00:00;2024-08-07 02:00:00;NO2;78218;247,367571
2024-08-07 00:00:00;2024-08-07 02:00:00;SE;70073;221,610162
2024-08-06 23:00:00;2024-08-07 01:00:00;DK1;618925;2016,710643
2024-08-06 23:00:00;2024-08-07 01:00:00;DK2;218549;712,124934
2024-08-06 23:00:00;2024-08-07 01:00:00;GE;0;0,000000
2024-08-06 23:00:00;2024-08-07 01:00:00;NL;0;0,000000
2024-08-06 23:00:00;2024-08-07 01:00:00;NO2;84961;276,839005
2024-08-06 23:00:00;2024-08-07 01:00:00;SE;77563;252,733720
2024-08-06 22:00:00;2024-08-07 00:00:00;DK1;595174;1967,923118
2024-08-06 22:00:00;2024-08-07 00:00:00;DK2;200873;664,180884
2024-08-06 22:00:00;2024-08-07 00:00:00;GE;0;0,000000
2024-08-06 22:00:00;2024-08-07 00:00:00;NL;34852;115,239208
2024-08-06 22:00:00;2024-08-07 00:00:00;NO2;92830;306,941224
2024-08-06 22:00:00;2024-08-07 00:00:00;SE;76268;252,179574
2024-08-06 21:00:00;2024-08-06 23:00:00;DK1;572316;1951,295845
2024-08-06 21:00:00;2024-08-06 23:00:00;DK2;206394;703,694429
2024-08-06 21:00:00;2024-08-06 23:00:00;GE;0;0,000000
2024-08-06 21:00:00;2024-08-06 23:00:00;NL;44543;151,870821
2024-08-06 21:00:00;2024-08-06 23:00:00;NO2;92310;314,728269
2024-08-06 21:00:00;2024-08-06 23:00:00;SE;84435;287,879216
2024-08-06 20:00:00;2024-08-06 22:00:00;DK1;512281;1856,040075
2024-08-06 20:00:00;2024-08-06 22:00:00;DK2;197433;715,319779
2024-08-06 20:00:00;2024-08-06 22:00:00;GE;0;0,000000
2024-08-06 20:00:00;2024-08-06 22:00:00;NL;57645;208,854171
2024-08-06 20:00:00;2024-08-06 22:00:00;NO2;136547;494,724137
2024-08-06 20:00:00;2024-08-06 22:00:00;SE;96091;348,149590
2024-08-06 19:00:00;2024-08-06 21:00:00;DK1;407395;1542,423757
2024-08-06 19:00:00;2024-08-06 21:00:00;DK2;185741;703,226218
2024-08-06 19:00:00;2024-08-06 21:00:00;GE;0;0,000000
2024-08-06 19:00:00;2024-08-06 21:00:00;NL;65891;249,467719
2024-08-06 19:00:00;2024-08-06 21:00:00;NO2;194206;735,275847
2024-08-06 19:00:00;2024-08-06 21:00:00;SE;146765;555,662982
2024-08-06 18:00:00;2024-08-06 20:00:00;DK1;380806;1476,396103
2024-08-06 18:00:00;2024-08-06 20:00:00;DK2;164171;636,498042
2024-08-06 18:00:00;2024-08-06 20:00:00;GE;0;0,000000
2024-08-06 18:00:00;2024-08-06 20:00:00;NL;81605;316,386627
2024-08-06 18:00:00;2024-08-06 20:00:00;NO2;212821;825,114132
2024-08-06 18:00:00;2024-08-06 20:00:00;SE;160594;622,628690
2024-08-06 17:00:00;2024-08-06 19:00:00;DK1;402435;1624,473199
2024-08-06 17:00:00;2024-08-06 19:00:00;DK2;160595;648,260243
2024-08-06 17:00:00;2024-08-06 19:00:00;GE;0;0,000000
2024-08-06 17:00:00;2024-08-06 19:00:00;NL;82342;332,384719
2024-08-06 17:00:00;2024-08-06 19:00:00;NO2;195663;789,818011
2024-08-06 17:00:00;2024-08-06 19:00:00;SE;158963;641,671419
2024-08-06 16:00:00;2024-08-06 18:00:00;DK1;440484;1847,774076
2024-08-06 16:00:00;2024-08-06 18:00:00;DK2;174310;731,210321
2024-08-06 16:00:00;2024-08-06 18:00:00;GE;0;0,000000
2024-08-06 16:00:00;2024-08-06 18:00:00;NL;76845;322,357795
2024-08-06 16:00:00;2024-08-06 18:00:00;NO2;179865;754,512210
2024-08-06 16:00:00;2024-08-06 18:00:00;SE;128493;539,012994
2024-08-06 15:00:00;2024-08-06 17:00:00;DK1;478237;2037,797061
2024-08-06 15:00:00;2024-08-06 17:00:00;DK2;192953;822,185351
2024-08-06 15:00:00;2024-08-06 17:00:00;GE;0;0,000000
2024-08-06 15:00:00;2024-08-06 17:00:00;NL;67290;286,729176
2024-08-06 15:00:00;2024-08-06 17:00:00;NO2;122433;521,695350
2024-08-06 15:00:00;2024-08-06 17:00:00;SE;139085;592,649080
2024-08-06 14:00:00;2024-08-06 16:00:00;DK1;528481;2218,632273
2024-08-06 14:00:00;2024-08-06 16:00:00;DK2;190961;801,677940
2024-08-06 14:00:00;2024-08-06 16:00:00;GE;0;0,000000
2024-08-06 14:00:00;2024-08-06 16:00:00;NL;67921;285,143554
2024-08-06 14:00:00;2024-08-06 16:00:00;NO2;102824;431,671671
2024-08-06 14:00:00;2024-08-06 16:00:00;SE;109810;460,998073
2024-08-06 13:00:00;2024-08-06 15:00:00;DK1;555056;2392,089444
2024-08-06 13:00:00;2024-08-06 15:00:00;DK2;199003;857,631485
2024-08-06 13:00:00;2024-08-06 15:00:00;GE;13581;58,531000
2024-08-06 13:00:00;2024-08-06 15:00:00;NL;149038;642,302000
2024-08-06 13:00:00;2024-08-06 15:00:00;NO2;68449;294,992400
2024-08-06 13:00:00;2024-08-06 15:00:00;SE;14870;64,084500
2024-08-06 12:00:00;2024-08-06 14:00:00;DK1;541277;2560,489700
2024-08-06 12:00:00;2024-08-06 14:00:00;DK2;187394;886,461039
2024-08-06 12:00:00;2024-08-06 14:00:00;GE;186749;883,409170
2024-08-06 12:00:00;2024-08-06 14:00:00;NL;84578;400,096829
2024-08-06 12:00:00;2024-08-06 14:00:00;NO2;0;0,000000
2024-08-06 12:00:00;2024-08-06 14:00:00;SE;0;0,000000
2024-08-06 11:00:00;2024-08-06 13:00:00;DK1;563062;2703,782616
2024-08-06 11:00:00;2024-08-06 13:00:00;DK2;185657;891,512237
2024-08-06 11:00:00;2024-08-06 13:00:00;GE;141394;678,963630
2024-08-06 11:00:00;2024-08-06 13:00:00;NL;93450;448,743925
2024-08-06 11:00:00;2024-08-06 13:00:00;NO2;0;0,000000
2024-08-06 11:00:00;2024-08-06 13:00:00;SE;16435;78,923260
2024-08-06 10:00:00;2024-08-06 12:00:00;DK1;595377;2792,891472
2024-08-06 10:00:00;2024-08-06 12:00:00;DK2;182729;857,176013
2024-08-06 10:00:00;2024-08-06 12:00:00;GE;195172;915,545589
2024-08-06 10:00:00;2024-08-06 12:00:00;NL;2467;11,576283
2024-08-06 10:00:00;2024-08-06 12:00:00;NO2;0;0,000000
2024-08-06 10:00:00;2024-08-06 12:00:00;SE;24253;113,772719
2024-08-06 09:00:00;2024-08-06 11:00:00;DK1;611439;2749,788720
2024-08-06 09:00:00;2024-08-06 11:00:00;DK2;183840;826,772670
2024-08-06 09:00:00;2024-08-06 11:00:00;GE;156239;702,646508
2024-08-06 09:00:00;2024-08-06 11:00:00;NL;0;0,000000
2024-08-06 09:00:00;2024-08-06 11:00:00;NO2;48480;218,027683
2024-08-06 09:00:00;2024-08-06 11:00:00;SE;0;0,000000
2024-08-06 08:00:00;2024-08-06 10:00:00;DK1;559133;2454,887873
2024-08-06 08:00:00;2024-08-06 10:00:00;DK2;168440;739,540551
2024-08-06 08:00:00;2024-08-06 10:00:00;GE;0;0,000000
2024-08-06 08:00:00;2024-08-06 10:00:00;NL;0;0,000000
2024-08-06 08:00:00;2024-08-06 10:00:00;NO2;120535;529,214031
2024-08-06 08:00:00;2024-08-06 10:00:00;SE;151891;666,882068
2024-08-06 07:00:00;2024-08-06 09:00:00;DK1;500043;2120,845069
2024-08-06 07:00:00;2024-08-06 09:00:00;DK2;166431;705,887133
2024-08-06 07:00:00;2024-08-06 09:00:00;GE;0;0,000000
2024-08-06 07:00:00;2024-08-06 09:00:00;NL;0;0,000000
2024-08-06 07:00:00;2024-08-06 09:00:00;NO2;148389;629,368422
2024-08-06 07:00:00;2024-08-06 09:00:00;SE;185135;785,217677
2024-08-06 06:00:00;2024-08-06 08:00:00;DK1;436550;1802,576019
2024-08-06 06:00:00;2024-08-06 08:00:00;DK2;141631;584,815605
2024-08-06 06:00:00;2024-08-06 08:00:00;GE;0;0,000000
2024-08-06 06:00:00;2024-08-06 08:00:00;NL;74544;307,806263
2024-08-06 06:00:00;2024-08-06 08:00:00;NO2;181681;750,185830
2024-08-06 06:00:00;2024-08-06 08:00:00;SE;165591;683,750397
2024-08-06 05:00:00;2024-08-06 07:00:00;DK1;394413;1515,846658
2024-08-06 05:00:00;2024-08-06 07:00:00;DK2;115616;444,349204
2024-08-06 05:00:00;2024-08-06 07:00:00;GE;0;0,000000
2024-08-06 05:00:00;2024-08-06 07:00:00;NL;81171;311,965555
2024-08-06 05:00:00;2024-08-06 07:00:00;NO2;224023;860,988471
2024-08-06 05:00:00;2024-08-06 07:00:00;SE;184775;710,147473
2024-08-06 04:00:00;2024-08-06 06:00:00;DK1;424434;1427,567040
2024-08-06 04:00:00;2024-08-06 06:00:00;DK2;119453;401,775941
2024-08-06 04:00:00;2024-08-06 06:00:00;GE;0;0,000000
2024-08-06 04:00:00;2024-08-06 06:00:00;NL;89462;300,902683
2024-08-06 04:00:00;2024-08-06 06:00:00;NO2;184274;619,797984
2024-08-06 04:00:00;2024-08-06 06:00:00;SE;182374;613,409781
2024-08-06 03:00:00;2024-08-06 05:00:00;DK1;385231;1155,130941
2024-08-06 03:00:00;2024-08-06 05:00:00;DK2;122535;367,428262
2024-08-06 03:00:00;2024-08-06 05:00:00;GE;0;0,000000
2024-08-06 03:00:00;2024-08-06 05:00:00;NL;90331;270,863666
2024-08-06 03:00:00;2024-08-06 05:00:00;NO2;212200;636,290234
2024-08-06 03:00:00;2024-08-06 05:00:00;SE;189701;568,826148
2024-08-06 02:00:00;2024-08-06 04:00:00;DK1;319710;934,895699
2024-08-06 02:00:00;2024-08-06 04:00:00;DK2;124550;364,208923
2024-08-06 02:00:00;2024-08-06 04:00:00;GE;0;0,000000
2024-08-06 02:00:00;2024-08-06 04:00:00;NL;102029;298,354030
2024-08-06 02:00:00;2024-08-06 04:00:00;NO2;242295;708,519665
2024-08-06 02:00:00;2024-08-06 04:00:00;SE;211415;618,219329
2024-08-06 01:00:00;2024-08-06 03:00:00;DK1;257860;763,241339
2024-08-06 01:00:00;2024-08-06 03:00:00;DK2;122616;362,932450
2024-08-06 01:00:00;2024-08-06 03:00:00;GE;0;0,000000
2024-08-06 01:00:00;2024-08-06 03:00:00;NL;106373;314,854538
2024-08-06 01:00:00;2024-08-06 03:00:00;NO2;272360;806,158972
2024-08-06 01:00:00;2024-08-06 03:00:00;SE;240788;712,708338
2024-08-06 00:00:00;2024-08-06 02:00:00;DK1;200281;606,810439
2024-08-06 00:00:00;2024-08-06 02:00:00;DK2;119659;362,542565
2024-08-06 00:00:00;2024-08-06 02:00:00;GE;0;0,000000
2024-08-06 00:00:00;2024-08-06 02:00:00;NL;118025;357,592981
2024-08-06 00:00:00;2024-08-06 02:00:00;NO2;295958;896,692353
2024-08-06 00:00:00;2024-08-06 02:00:00;SE;266075;806,153064
2024-08-05 23:00:00;2024-08-06 01:00:00;DK1;173023;530,735466
2024-08-05 23:00:00;2024-08-06 01:00:00;DK2;107092;328,498098
2024-08-05 23:00:00;2024-08-06 01:00:00;GE;0;0,000000
2024-08-05 23:00:00;2024-08-06 01:00:00;NL;121762;373,495637
2024-08-05 23:00:00;2024-08-06 01:00:00;NO2;315054;966,404901
2024-08-05 23:00:00;2024-08-06 01:00:00;SE;283067;868,288210
2024-08-05 22:00:00;2024-08-06 00:00:00;DK1;164504;519,301316
2024-08-05 22:00:00;2024-08-06 00:00:00;DK2;84339;266,241069
2024-08-05 22:00:00;2024-08-06 00:00:00;GE;0;0,000000
2024-08-05 22:00:00;2024-08-06 00:00:00;NL;109080;344,341251
2024-08-05 22:00:00;2024-08-06 00:00:00;NO2;328692;1037,605991
2024-08-05 22:00:00;2024-08-06 00:00:00;SE;313383;989,280022
2024-08-05 21:00:00;2024-08-05 23:00:00;DK1;129290;430,934151
2024-08-05 21:00:00;2024-08-05 23:00:00;DK2;84155;280,497923
2024-08-05 21:00:00;2024-08-05 23:00:00;GE;0;0,000000
2024-08-05 21:00:00;2024-08-05 23:00:00;NL;125589;418,598957
2024-08-05 21:00:00;2024-08-05 23:00:00;NO2;362488;1208,204161
2024-08-05 21:00:00;2024-08-05 23:00:00;SE;298476;994,844781
2024-08-05 20:00:00;2024-08-05 22:00:00;DK1;145395;518,981426
2024-08-05 20:00:00;2024-08-05 22:00:00;DK2;102441;365,662028
2024-08-05 20:00:00;2024-08-05 22:00:00;GE;0;0,000000
2024-08-05 20:00:00;2024-08-05 22:00:00;NL;120661;430,697440
2024-08-05 20:00:00;2024-08-05 22:00:00;NO2;423522;1511,744523
2024-08-05 20:00:00;2024-08-05 22:00:00;SE;207978;742,368836
2024-08-05 19:00:00;2024-08-05 21:00:00;DK1;164437;612,452878
2024-08-05 19:00:00;2024-08-05 21:00:00;DK2;100616;374,748801
2024-08-05 19:00:00;2024-08-05 21:00:00;GE;0;0,000000
2024-08-05 19:00:00;2024-08-05 21:00:00;NL;143907;535,989604
2024-08-05 19:00:00;2024-08-05 21:00:00;NO2;433398;1614,206970
2024-08-05 19:00:00;2024-08-05 21:00:00;SE;157639;587,134274
2024-08-05 18:00:00;2024-08-05 20:00:00;DK1;201288;768,416952
2024-08-05 18:00:00;2024-08-05 20:00:00;DK2;103570;395,377337
2024-08-05 18:00:00;2024-08-05 20:00:00;GE;0;0,000000
2024-08-05 18:00:00;2024-08-05 20:00:00;NL;152094;580,617650
2024-08-05 18:00:00;2024-08-05 20:00:00;NO2;385918;1473,237795
2024-08-05 18:00:00;2024-08-05 20:00:00;SE;157128;599,837353
2024-08-05 17:00:00;2024-08-05 19:00:00;DK1;245685;980,763582
2024-08-05 17:00:00;2024-08-05 19:00:00;DK2;116541;465,229361
2024-08-05 17:00:00;2024-08-05 19:00:00;GE;0;0,000000
2024-08-05 17:00:00;2024-08-05 19:00:00;NL;149319;596,075656
2024-08-05 17:00:00;2024-08-05 19:00:00;NO2;354667;1415,817678
2024-08-05 17:00:00;2024-08-05 19:00:00;SE;133786;534,068015
2024-08-05 16:00:00;2024-08-05 18:00:00;DK1;314767;1315,074343
2024-08-05 16:00:00;2024-08-05 18:00:00;DK2;140669;587,708028
2024-08-05 16:00:00;2024-08-05 18:00:00;GE;0;0,000000
2024-08-05 16:00:00;2024-08-05 18:00:00;NL;124886;521,767802
2024-08-05 16:00:00;2024-08-05 18:00:00;NO2;296196;1237,486833
2024-08-05 16:00:00;2024-08-05 18:00:00;SE;123480;515,891513
2024-08-05 15:00:00;2024-08-05 17:00:00;DK1;391689;1662,227428
2024-08-05 15:00:00;2024-08-05 17:00:00;DK2;149846;635,911116
2024-08-05 15:00:00;2024-08-05 17:00:00;GE;0;0,000000
2024-08-05 15:00:00;2024-08-05 17:00:00;NL;99403;421,843229
2024-08-05 15:00:00;2024-08-05 17:00:00;NO2;230937;980,039210
2024-08-05 15:00:00;2024-08-05 17:00:00;SE;128123;543,721360
2024-08-05 14:00:00;2024-08-05 16:00:00;DK1;459481;1884,483008
2024-08-05 14:00:00;2024-08-05 16:00:00;DK2;173092;709,909245
2024-08-05 14:00:00;2024-08-05 16:00:00;GE;0;0,000000
2024-08-05 14:00:00;2024-08-05 16:00:00;NL;98828;405,326026
2024-08-05 14:00:00;2024-08-05 16:00:00;NO2;153137;628,067991
2024-08-05 14:00:00;2024-08-05 16:00:00;SE;115459;473,536032
2024-08-05 13:00:00;2024-08-05 15:00:00;DK1;459332;1946,383968
2024-08-05 13:00:00;2024-08-05 15:00:00;DK2;191592;811,856436
2024-08-05 13:00:00;2024-08-05 15:00:00;GE;95158;403,225999
2024-08-05 13:00:00;2024-08-05 15:00:00;NL;161308;683,534000
2024-08-05 13:00:00;2024-08-05 15:00:00;NO2;55455;234,990399
2024-08-05 13:00:00;2024-08-05 15:00:00;SE;37152;157,430000
2024-08-05 12:00:00;2024-08-05 14:00:00;DK1;458308;2022,620133
2024-08-05 12:00:00;2024-08-05 14:00:00;DK2;197203;870,302410
2024-08-05 12:00:00;2024-08-05 14:00:00;GE;50894;224,610999
2024-08-05 12:00:00;2024-08-05 14:00:00;NL;154936;683,770999
2024-08-05 12:00:00;2024-08-05 14:00:00;NO2;119343;526,688799
2024-08-05 12:00:00;2024-08-05 14:00:00;SE;19312;85,232499
2024-08-05 11:00:00;2024-08-05 13:00:00;DK1;475548;2114,689094
2024-08-05 11:00:00;2024-08-05 13:00:00;DK2;207819;924,139010
2024-08-05 11:00:00;2024-08-05 13:00:00;GE;0;0,000000
2024-08-05 11:00:00;2024-08-05 13:00:00;NL;94216;418,965754
2024-08-05 11:00:00;2024-08-05 13:00:00;NO2;118907;528,764487
2024-08-05 11:00:00;2024-08-05 13:00:00;SE;103508;460,287207
2024-08-05 10:00:00;2024-08-05 12:00:00;DK1;495763;2157,493046
2024-08-05 10:00:00;2024-08-05 12:00:00;DK2;225573;981,665220
2024-08-05 10:00:00;2024-08-05 12:00:00;GE;0;0,000000
2024-08-05 10:00:00;2024-08-05 12:00:00;NL;70104;305,085113
2024-08-05 10:00:00;2024-08-05 12:00:00;NO2;116288;506,069725
2024-08-05 10:00:00;2024-08-05 12:00:00;SE;92270;401,546661
2024-08-05 09:00:00;2024-08-05 11:00:00;DK1;494043;2120,132603
2024-08-05 09:00:00;2024-08-05 11:00:00;DK2;239120;1026,160581
2024-08-05 09:00:00;2024-08-05 11:00:00;GE;0;0,000000
2024-08-05 09:00:00;2024-08-05 11:00:00;NL;58411;250,665099
2024-08-05 09:00:00;2024-08-05 11:00:00;NO2;136490;585,734763
2024-08-05 09:00:00;2024-08-05 11:00:00;SE;71933;308,696136
