HourUTC;HourDK;ConnectedArea;SharePPM;ShareMWh
2024-12-06 07:00:00;2024-12-06 08:00:00;GE;0;0,000000
2024-12-06 07:00:00;2024-12-06 08:00:00;NL;7255;45,058553
2024-12-06 06:00:00;2024-12-06 07:00:00;DK2;295958;1972,440811
2024-12-06 06:00:00;2024-12-06 07:00:00;DK1;553585;3689,420343
2024-12-06 06:00:00;2024-12-06 07:00:00;NO2;49449;329,562984
2024-12-06 06:00:00;2024-12-06 07:00:00;SE;100819;671,922068
2024-12-06 06:00:00;2024-12-06 07:00:00;GE;0;0,000000
2024-12-06 06:00:00;2024-12-06 07:00:00;NL;187;1,248488
2024-12-06 05:00:00;2024-12-06 06:00:00;DK1;624167;3901,727163
2024-12-06 05:00:00;2024-12-06 06:00:00;DK2;302890;1893,392998
2024-12-06 05:00:00;2024-12-06 06:00:00;NO2;25527;159,573135
2024-12-06 05:00:00;2024-12-06 06:00:00;SE;44482;278,066433
2024-12-06 05:00:00;2024-12-06 06:00:00;GE;0;0,000000
2024-12-06 05:00:00;2024-12-06 06:00:00;NL;2931;18,326723
2024-12-06 04:00:00;2024-12-06 05:00:00;DK2;294128;1693,607247
2024-12-06 04:00:00;2024-12-06 05:00:00;DK1;659458;3797,190034
2024-12-06 04:00:00;2024-12-06 05:00:00;NO2;9829;56,601351
2024-12-06 04:00:00;2024-12-06 05:00:00;SE;30319;174,581664
2024-12-06 04:00:00;2024-12-06 05:00:00;GE;0;0,000000
2024-12-06 04:00:00;2024-12-06 05:00:00;NL;6263;36,062834
2024-12-06 03:00:00;2024-12-06 04:00:00;DK1;659973;3915,438601
2024-12-06 03:00:00;2024-12-06 04:00:00;DK2;211720;1256,077924
2024-12-06 03:00:00;2024-12-06 04:00:00;NO2;0;0,000000
2024-12-06 03:00:00;2024-12-06 04:00:00;SE;52527;311,631559
2024-12-06 03:00:00;2024-12-06 04:00:00;GE;0;0,000000
2024-12-06 03:00:00;2024-12-06 04:00:00;NL;75777;449,568540
2024-12-06 02:00:00;2024-12-06 03:00:00;DK2;207907;1269,207011
2024-12-06 02:00:00;2024-12-06 03:00:00;DK1;646671;3947,717848
2024-12-06 02:00:00;2024-12-06 03:00:00;NO2;0;0,000000
2024-12-06 02:00:00;2024-12-06 03:00:00;SE;31947;195,028907
2024-12-06 02:00:00;2024-12-06 03:00:00;GE;50204;306,481747
2024-12-06 02:00:00;2024-12-06 03:00:00;NL;63268;386,232995
2024-12-06 01:00:00;2024-12-06 02:00:00;DK1;606635;3936,906855
2024-12-06 01:00:00;2024-12-06 02:00:00;DK2;252312;1637,440694
2024-12-06 01:00:00;2024-12-06 02:00:00;NO2;0;0,000000
2024-12-06 01:00:00;2024-12-06 02:00:00;SE;46239;300,079310
2024-12-06 01:00:00;2024-12-06 02:00:00;GE;45002;292,053051
2024-12-06 01:00:00;2024-12-06 02:00:00;NL;49810;323,257588
2024-12-06 00:00:00;2024-12-06 01:00:00;DK1;606624;3934,375478
2024-12-06 00:00:00;2024-12-06 01:00:00;DK2;256847;1665,833827
2024-12-06 00:00:00;2024-12-06 01:00:00;NO2;0;0,000000
2024-12-06 00:00:00;2024-12-06 01:00:00;SE;47681;309,244384
2024-12-06 00:00:00;2024-12-06 01:00:00;GE;39665;257,259709
2024-12-06 00:00:00;2024-12-06 01:00:00;NL;49180;318,972506
2024-12-05 23:00:00;2024-12-06 00:00:00;DK1;667789;4123,653004
2024-12-05 23:00:00;2024-12-06 00:00:00;DK2;280495;1732,081751
2024-12-05 23:00:00;2024-12-06 00:00:00;NO2;0;0,000000
2024-12-05 23:00:00;2024-12-06 00:00:00;SE;45438;280,584110
2024-12-05 23:00:00;2024-12-06 00:00:00;GE;4887;30,183028
2024-12-05 23:00:00;2024-12-06 00:00:00;NL;1389;8,578127
2024-12-05 22:00:00;2024-12-05 23:00:00;DK1;654197;4375,511548
2024-12-05 22:00:00;2024-12-05 23:00:00;DK2;289387;1935,531179
2024-12-05 22:00:00;2024-12-05 23:00:00;NO2;0;0,000000
2024-12-05 22:00:00;2024-12-05 23:00:00;SE;25142;168,160684
2024-12-05 22:00:00;2024-12-05 23:00:00;GE;0;0,000000
2024-12-05 22:00:00;2024-12-05 23:00:00;NL;31272;209,162723
2024-12-05 21:00:00;2024-12-05 22:00:00;DK1;652434;4480,675652
2024-12-05 21:00:00;2024-12-05 22:00:00;DK2;313410;2152,387662
2024-12-05 21:00:00;2024-12-05 22:00:00;NO2;0;0,000000
2024-12-05 21:00:00;2024-12-05 22:00:00;SE;18445;126,674744
2024-12-05 21:00:00;2024-12-05 22:00:00;GE;0;0,000000
2024-12-05 21:00:00;2024-12-05 22:00:00;NL;15708;107,882497
2024-12-05 20:00:00;2024-12-05 21:00:00;DK2;306894;2177,817036
2024-12-05 20:00:00;2024-12-05 21:00:00;DK1;693105;4918,476730
2024-12-05 20:00:00;2024-12-05 21:00:00;NO2;0;0,000000
2024-12-05 20:00:00;2024-12-05 21:00:00;SE;0;0,000000
2024-12-05 20:00:00;2024-12-05 21:00:00;GE;0;0,000000
2024-12-05 20:00:00;2024-12-05 21:00:00;NL;0;0,000000
2024-12-05 19:00:00;2024-12-05 20:00:00;DK2;305048;2220,981488
2024-12-05 19:00:00;2024-12-05 20:00:00;DK1;694951;5059,771841
2024-12-05 19:00:00;2024-12-05 20:00:00;NO2;0;0,000000
2024-12-05 19:00:00;2024-12-05 20:00:00;SE;0;0,000000
2024-12-05 19:00:00;2024-12-05 20:00:00;GE;0;0,000000
2024-12-05 19:00:00;2024-12-05 20:00:00;NL;0;0,000000
2024-12-05 18:00:00;2024-12-05 19:00:00;DK2;299838;2232,333292
2024-12-05 18:00:00;2024-12-05 19:00:00;DK1;700161;5212,792773
2024-12-05 18:00:00;2024-12-05 19:00:00;NO2;0;0,000000
2024-12-05 18:00:00;2024-12-05 19:00:00;SE;0;0,000000
2024-12-05 18:00:00;2024-12-05 19:00:00;GE;0;0,000000
2024-12-05 18:00:00;2024-12-05 19:00:00;NL;0;0,000000
2024-12-05 17:00:00;2024-12-05 18:00:00;DK2;301295;2270,123256
2024-12-05 17:00:00;2024-12-05 18:00:00;DK1;698704;5264,428426
2024-12-05 17:00:00;2024-12-05 18:00:00;NO2;0;0,000000
2024-12-05 17:00:00;2024-12-05 18:00:00;SE;0;0,000000
2024-12-05 17:00:00;2024-12-05 18:00:00;GE;0;0,000000
2024-12-05 17:00:00;2024-12-05 18:00:00;NL;0;0,000000
2024-12-05 16:00:00;2024-12-05 17:00:00;DK1;701408;5346,664832
2024-12-05 16:00:00;2024-12-05 17:00:00;DK2;298591;2276,094553
2024-12-05 16:00:00;2024-12-05 17:00:00;NO2;0;0,000000
2024-12-05 16:00:00;2024-12-05 17:00:00;SE;0;0,000000
2024-12-05 16:00:00;2024-12-05 17:00:00;GE;0;0,000000
2024-12-05 16:00:00;2024-12-05 17:00:00;NL;0;0,000000
2024-12-05 15:00:00;2024-12-05 16:00:00;DK2;288963;2203,642513
2024-12-05 15:00:00;2024-12-05 16:00:00;DK1;711036;5422,369795
2024-12-05 15:00:00;2024-12-05 16:00:00;NO2;0;0,000000
2024-12-05 15:00:00;2024-12-05 16:00:00;SE;0;0,000000
2024-12-05 15:00:00;2024-12-05 16:00:00;GE;0;0,000000
2024-12-05 15:00:00;2024-12-05 16:00:00;NL;0;0,000000
2024-12-05 14:00:00;2024-12-05 15:00:00;DK2;276490;2086,524553
2024-12-05 14:00:00;2024-12-05 15:00:00;DK1;723509;5459,945167
2024-12-05 14:00:00;2024-12-05 15:00:00;NO2;0;0,000000
2024-12-05 14:00:00;2024-12-05 15:00:00;SE;0;0,000000
2024-12-05 14:00:00;2024-12-05 15:00:00;GE;0;0,000000
2024-12-05 14:00:00;2024-12-05 15:00:00;NL;0;0,000000
2024-12-05 13:00:00;2024-12-05 14:00:00;DK1;731661;5370,866484
2024-12-05 13:00:00;2024-12-05 14:00:00;DK2;268338;1969,776996
2024-12-05 13:00:00;2024-12-05 14:00:00;NO2;0;0,000000
2024-12-05 13:00:00;2024-12-05 14:00:00;SE;0;0,000000
2024-12-05 13:00:00;2024-12-05 14:00:00;GE;0;0,000000
2024-12-05 13:00:00;2024-12-05 14:00:00;NL;0;0,000000
2024-12-05 12:00:00;2024-12-05 13:00:00;DK2;250817;1798,336966
2024-12-05 12:00:00;2024-12-05 13:00:00;DK1;749182;5371,561774
2024-12-05 12:00:00;2024-12-05 13:00:00;NO2;0;0,000000
2024-12-05 12:00:00;2024-12-05 13:00:00;SE;0;0,000000
2024-12-05 12:00:00;2024-12-05 13:00:00;GE;0;0,000000
2024-12-05 12:00:00;2024-12-05 13:00:00;NL;0;0,000000
2024-12-05 11:00:00;2024-12-05 12:00:00;DK2;219285;1557,450119
2024-12-05 11:00:00;2024-12-05 12:00:00;DK1;745667;5296,009911
2024-12-05 11:00:00;2024-12-05 12:00:00;NO2;34951;248,236635
2024-12-05 11:00:00;2024-12-05 12:00:00;SE;0;0,000000
2024-12-05 11:00:00;2024-12-05 12:00:00;GE;0;0,000000
2024-12-05 11:00:00;2024-12-05 12:00:00;NL;95;0,675614
2024-12-05 10:00:00;2024-12-05 11:00:00;DK1;719723;5104,769597
2024-12-05 10:00:00;2024-12-05 11:00:00;DK2;199204;1412,891336
2024-12-05 10:00:00;2024-12-05 11:00:00;NO2;69265;491,279928
2024-12-05 10:00:00;2024-12-05 11:00:00;SE;0;0,000000
2024-12-05 10:00:00;2024-12-05 11:00:00;GE;0;0,000000
2024-12-05 10:00:00;2024-12-05 11:00:00;NL;11806;83,742971
2024-12-05 09:00:00;2024-12-05 10:00:00;DK1;723393;4982,311350
2024-12-05 09:00:00;2024-12-05 10:00:00;DK2;193135;1330,203465
2024-12-05 09:00:00;2024-12-05 10:00:00;NO2;76256;525,212548
2024-12-05 09:00:00;2024-12-05 10:00:00;SE;0;0,000000
2024-12-05 09:00:00;2024-12-05 10:00:00;GE;0;0,000000
2024-12-05 09:00:00;2024-12-05 10:00:00;NL;7214;49,688401
2024-12-05 08:00:00;2024-12-05 09:00:00;DK2;197226;1331,105834
2024-12-05 08:00:00;2024-12-05 09:00:00;DK1;694862;4689,722516
2024-12-05 08:00:00;2024-12-05 09:00:00;NO2;89492;603,997125
2024-12-05 08:00:00;2024-12-05 09:00:00;SE;18221;122,980808
2024-12-05 08:00:00;2024-12-05 09:00:00;GE;0;0,000000
2024-12-05 08:00:00;2024-12-05 09:00:00;NL;196;1,328115
2024-12-05 07:00:00;2024-12-05 08:00:00;DK1;755417;4340,043381
2024-12-05 07:00:00;2024-12-05 08:00:00;DK2;234320;1346,224521
2024-12-05 07:00:00;2024-12-05 08:00:00;NO2;7373;42,364001
2024-12-05 07:00:00;2024-12-05 08:00:00;SE;2364;13,586343
2024-12-05 07:00:00;2024-12-05 08:00:00;GE;0;0,000000
2024-12-05 07:00:00;2024-12-05 08:00:00;NL;523;3,009055
2024-12-05 06:00:00;2024-12-05 07:00:00;DK1;704606;3865,621003
2024-12-05 06:00:00;2024-12-05 07:00:00;DK2;196737;1079,342410
2024-12-05 06:00:00;2024-12-05 07:00:00;NO2;42920;235,471068
2024-12-05 06:00:00;2024-12-05 07:00:00;SE;34971;191,862909
2024-12-05 06:00:00;2024-12-05 07:00:00;GE;0;0,000000
2024-12-05 06:00:00;2024-12-05 07:00:00;NL;20763;113,913472
2024-12-05 05:00:00;2024-12-05 06:00:00;DK1;671540;3513,462019
2024-12-05 05:00:00;2024-12-05 06:00:00;DK2;197788;1034,818952
2024-12-05 05:00:00;2024-12-05 06:00:00;NO2;49870;260,920025
2024-12-05 05:00:00;2024-12-05 06:00:00;SE;56413;295,154338
2024-12-05 05:00:00;2024-12-05 06:00:00;GE;0;0,000000
2024-12-05 05:00:00;2024-12-05 06:00:00;NL;24385;127,584678
2024-12-05 04:00:00;2024-12-05 05:00:00;DK1;643912;3155,721715
2024-12-05 04:00:00;2024-12-05 05:00:00;DK2;207727;1018,040242
2024-12-05 04:00:00;2024-12-05 05:00:00;NO2;53880;264,062216
2024-12-05 04:00:00;2024-12-05 05:00:00;SE;76167;373,283625
2024-12-05 04:00:00;2024-12-05 05:00:00;GE;0;0,000000
2024-12-05 04:00:00;2024-12-05 05:00:00;NL;18312;89,747082
2024-12-05 03:00:00;2024-12-05 04:00:00;DK2;209703;907,493274
2024-12-05 03:00:00;2024-12-05 04:00:00;DK1;638368;2762,539775
2024-12-05 03:00:00;2024-12-05 04:00:00;NO2;58935;255,044943
2024-12-05 03:00:00;2024-12-05 04:00:00;SE;84981;367,755946
2024-12-05 03:00:00;2024-12-05 04:00:00;GE;0;0,000000
2024-12-05 03:00:00;2024-12-05 04:00:00;NL;8011;34,668610
2024-12-05 02:00:00;2024-12-05 03:00:00;DK1;667611;2636,033182
2024-12-05 02:00:00;2024-12-05 03:00:00;DK2;238493;941,680320
2024-12-05 02:00:00;2024-12-05 03:00:00;NO2;37828;149,363659
2024-12-05 02:00:00;2024-12-05 03:00:00;SE;51244;202,336193
2024-12-05 02:00:00;2024-12-05 03:00:00;GE;0;0,000000
2024-12-05 02:00:00;2024-12-05 03:00:00;NL;4822;19,039772
2024-12-05 01:00:00;2024-12-05 02:00:00;DK2;239577;988,994125
2024-12-05 01:00:00;2024-12-05 02:00:00;DK1;648458;2676,883647
2024-12-05 01:00:00;2024-12-05 02:00:00;NO2;43929;181,343192
2024-12-05 01:00:00;2024-12-05 02:00:00;SE;57665;238,046990
2024-12-05 01:00:00;2024-12-05 02:00:00;GE;0;0,000000
2024-12-05 01:00:00;2024-12-05 02:00:00;NL;10369;42,807632
2024-12-05 00:00:00;2024-12-05 01:00:00;DK1;590032;2465,851459
2024-12-05 00:00:00;2024-12-05 01:00:00;DK2;241673;1009,996582
2024-12-05 00:00:00;2024-12-05 01:00:00;NO2;63749;266,420906
2024-12-05 00:00:00;2024-12-05 01:00:00;SE;85204;356,084334
2024-12-05 00:00:00;2024-12-05 01:00:00;GE;0;0,000000
2024-12-05 00:00:00;2024-12-05 01:00:00;NL;19340;80,825374
2024-12-04 23:00:00;2024-12-05 00:00:00;DK2;281233;1089,714528
2024-12-04 23:00:00;2024-12-05 00:00:00;DK1;586456;2272,384657
2024-12-04 23:00:00;2024-12-05 00:00:00;NO2;51529;199,666505
2024-12-04 23:00:00;2024-12-05 00:00:00;SE;69045;267,536581
2024-12-04 23:00:00;2024-12-05 00:00:00;GE;0;0,000000
2024-12-04 23:00:00;2024-12-05 00:00:00;NL;11735;45,470720
2024-12-04 22:00:00;2024-12-04 23:00:00;DK2;287382;1137,773494
2024-12-04 22:00:00;2024-12-04 23:00:00;DK1;610488;2416,979398
2024-12-04 22:00:00;2024-12-04 23:00:00;NO2;41442;164,075266
2024-12-04 22:00:00;2024-12-04 23:00:00;SE;58462;231,456570
2024-12-04 22:00:00;2024-12-04 23:00:00;GE;0;0,000000
2024-12-04 22:00:00;2024-12-04 23:00:00;NL;2224;8,806513
2024-12-04 21:00:00;2024-12-04 22:00:00;DK1;559551;2406,920890
2024-12-04 21:00:00;2024-12-04 22:00:00;DK2;284960;1225,764998
2024-12-04 21:00:00;2024-12-04 22:00:00;NL;25181;108,318010
2024-12-04 21:00:00;2024-12-04 22:00:00;GE;0;0,000000
2024-12-04 21:00:00;2024-12-04 22:00:00;SE;72998;314,003132
2024-12-04 21:00:00;2024-12-04 22:00:00;NO2;57308;246,512856
2024-12-04 20:00:00;2024-12-04 21:00:00;DK2;320989;1297,619066
2024-12-04 20:00:00;2024-12-04 21:00:00;DK1;596424;2411,081942
2024-12-04 20:00:00;2024-12-04 21:00:00;NO2;33575;135,730388
2024-12-04 20:00:00;2024-12-04 21:00:00;SE;39027;157,771581
2024-12-04 20:00:00;2024-12-04 21:00:00;GE;0;0,000000
2024-12-04 20:00:00;2024-12-04 21:00:00;NL;9982;40,353829
2024-12-04 19:00:00;2024-12-04 20:00:00;DK2;301867;1359,611537
2024-12-04 19:00:00;2024-12-04 20:00:00;DK1;536342;2415,687231
2024-12-04 19:00:00;2024-12-04 20:00:00;NO2;59211;266,689096
2024-12-04 19:00:00;2024-12-04 20:00:00;SE;75523;340,157664
2024-12-04 19:00:00;2024-12-04 20:00:00;GE;0;0,000000
2024-12-04 19:00:00;2024-12-04 20:00:00;NL;27055;121,858781
2024-12-04 18:00:00;2024-12-04 19:00:00;DK2;358411;1517,660167
2024-12-04 18:00:00;2024-12-04 19:00:00;DK1;604598;2560,116187
2024-12-04 18:00:00;2024-12-04 19:00:00;NO2;16395;69,423633
2024-12-04 18:00:00;2024-12-04 19:00:00;SE;17815;75,439760
2024-12-04 18:00:00;2024-12-04 19:00:00;GE;0;0,000000
2024-12-04 18:00:00;2024-12-04 19:00:00;NL;2778;11,765790
2024-12-04 17:00:00;2024-12-04 18:00:00;DK2;349606;1582,762674
2024-12-04 17:00:00;2024-12-04 18:00:00;DK1;587620;2660,314702
2024-12-04 17:00:00;2024-12-04 18:00:00;NO2;25889;117,208199
2024-12-04 17:00:00;2024-12-04 18:00:00;SE;27563;124,788621
2024-12-04 17:00:00;2024-12-04 18:00:00;GE;0;0,000000
2024-12-04 17:00:00;2024-12-04 18:00:00;NL;9318;42,189195
2024-12-04 16:00:00;2024-12-04 17:00:00;DK1;560998;2630,413697
2024-12-04 16:00:00;2024-12-04 17:00:00;DK2;344889;1617,117483
2024-12-04 16:00:00;2024-12-04 17:00:00;NO2;38262;179,406860
2024-12-04 16:00:00;2024-12-04 17:00:00;SE;42585;199,673453
2024-12-04 16:00:00;2024-12-04 17:00:00;GE;0;0,000000
2024-12-04 16:00:00;2024-12-04 17:00:00;NL;13264;62,193393
2024-12-04 15:00:00;2024-12-04 16:00:00;DK1;553819;2548,089447
2024-12-04 15:00:00;2024-12-04 16:00:00;DK2;351315;1616,383494
2024-12-04 15:00:00;2024-12-04 16:00:00;NO2;37347;171,831745
2024-12-04 15:00:00;2024-12-04 16:00:00;SE;39446;181,490360
2024-12-04 15:00:00;2024-12-04 16:00:00;GE;0;0,000000
2024-12-04 15:00:00;2024-12-04 16:00:00;NL;18071;83,145911
2024-12-04 14:00:00;2024-12-04 15:00:00;DK2;370993;1664,445340
2024-12-04 14:00:00;2024-12-04 15:00:00;DK1;540384;2424,412246
2024-12-04 14:00:00;2024-12-04 15:00:00;NO2;35838;160,787651
2024-12-04 14:00:00;2024-12-04 15:00:00;SE;43893;196,928349
2024-12-04 14:00:00;2024-12-04 15:00:00;GE;0;0,000000
2024-12-04 14:00:00;2024-12-04 15:00:00;NL;8889;39,881115
2024-12-04 13:00:00;2024-12-04 14:00:00;DK1;529459;2325,790444
2024-12-04 13:00:00;2024-12-04 14:00:00;DK2;396710;1742,657645
2024-12-04 13:00:00;2024-12-04 14:00:00;NO2;30699;134,856601
2024-12-04 13:00:00;2024-12-04 14:00:00;SE;34127;149,913164
2024-12-04 13:00:00;2024-12-04 14:00:00;GE;0;0,000000
2024-12-04 13:00:00;2024-12-04 14:00:00;NL;9003;39,548992
2024-12-04 12:00:00;2024-12-04 13:00:00;DK2;392384;1788,036062
2024-12-04 12:00:00;2024-12-04 13:00:00;DK1;531699;2422,873027
2024-12-04 12:00:00;2024-12-04 13:00:00;NO2;23521;107,184791
2024-12-04 12:00:00;2024-12-04 13:00:00;SE;36296;165,397237
2024-12-04 12:00:00;2024-12-04 13:00:00;GE;0;0,000000
2024-12-04 12:00:00;2024-12-04 13:00:00;NL;16097;73,354221
2024-12-04 11:00:00;2024-12-04 12:00:00;DK2;399573;1869,884771
2024-12-04 11:00:00;2024-12-04 12:00:00;DK1;570166;2668,213758
2024-12-04 11:00:00;2024-12-04 12:00:00;NO2;10728;50,208235
2024-12-04 11:00:00;2024-12-04 12:00:00;SE;11643;54,489521
2024-12-04 11:00:00;2024-12-04 12:00:00;GE;0;0,000000
2024-12-04 11:00:00;2024-12-04 12:00:00;NL;7887;36,910992
2024-12-04 10:00:00;2024-12-04 11:00:00;DK2;403133;1907,566616
2024-12-04 10:00:00;2024-12-04 11:00:00;DK1;583109;2759,187633
2024-12-04 10:00:00;2024-12-04 11:00:00;NO2;5618;26,585497
2024-12-04 10:00:00;2024-12-04 11:00:00;SE;4558;21,568622
2024-12-04 10:00:00;2024-12-04 11:00:00;GE;0;0,000000
2024-12-04 10:00:00;2024-12-04 11:00:00;NL;3581;16,945229
2024-12-04 09:00:00;2024-12-04 10:00:00;DK1;574345;2681,299480
2024-12-04 09:00:00;2024-12-04 10:00:00;DK2;419771;1959,678959
2024-12-04 09:00:00;2024-12-04 10:00:00;NO2;2279;10,643861
2024-12-04 09:00:00;2024-12-04 10:00:00;SE;1939;9,052968
2024-12-04 09:00:00;2024-12-04 10:00:00;GE;0;0,000000
2024-12-04 09:00:00;2024-12-04 10:00:00;NL;1664;7,769219
2024-12-04 08:00:00;2024-12-04 09:00:00;DK1;521448;2628,361076
2024-12-04 08:00:00;2024-12-04 09:00:00;DK2;388253;1956,992670
2024-12-04 08:00:00;2024-12-04 09:00:00;NO2;41892;211,161196
2024-12-04 08:00:00;2024-12-04 09:00:00;SE;28238;142,334059
2024-12-04 08:00:00;2024-12-04 09:00:00;GE;0;0,000000
2024-12-04 08:00:00;2024-12-04 09:00:00;NL;20166;101,648043
2024-12-04 07:00:00;2024-12-04 08:00:00;DK2;428479;1910,034877
2024-12-04 07:00:00;2024-12-04 08:00:00;DK1;571520;2547,673914
2024-12-04 07:00:00;2024-12-04 08:00:00;NO2;0;0,000000
2024-12-04 07:00:00;2024-12-04 08:00:00;SE;0;0,000000
2024-12-04 07:00:00;2024-12-04 08:00:00;GE;0;0,000000
2024-12-04 07:00:00;2024-12-04 08:00:00;NL;0;0,000000
2024-12-04 06:00:00;2024-12-04 07:00:00;DK2;431398;1838,302941
2024-12-04 06:00:00;2024-12-04 07:00:00;DK1;568601;2422,959601
2024-12-04 06:00:00;2024-12-04 07:00:00;NO2;0;0,000000
2024-12-04 06:00:00;2024-12-04 07:00:00;SE;0;0,000000
2024-12-04 06:00:00;2024-12-04 07:00:00;GE;0;0,000000
2024-12-04 06:00:00;2024-12-04 07:00:00;NL;0;0,000000
2024-12-04 05:00:00;2024-12-04 06:00:00;DK2;436446;1837,936605
2024-12-04 05:00:00;2024-12-04 06:00:00;DK1;563553;2373,200938
2024-12-04 05:00:00;2024-12-04 06:00:00;NO2;0;0,000000
2024-12-04 05:00:00;2024-12-04 06:00:00;SE;0;0,000000
2024-12-04 05:00:00;2024-12-04 06:00:00;GE;0;0,000000
2024-12-04 05:00:00;2024-12-04 06:00:00;NL;0;0,000000
2024-12-04 04:00:00;2024-12-04 05:00:00;DK1;574283;2418,981236
2024-12-04 04:00:00;2024-12-04 05:00:00;DK2;425716;1793,192897
2024-12-04 04:00:00;2024-12-04 05:00:00;NO2;0;0,000000
2024-12-04 04:00:00;2024-12-04 05:00:00;SE;0;0,000000
2024-12-04 04:00:00;2024-12-04 05:00:00;GE;0;0,000000
2024-12-04 04:00:00;2024-12-04 05:00:00;NL;0;0,000000
2024-12-04 03:00:00;2024-12-04 04:00:00;DK2;402112;1749,304852
2024-12-04 03:00:00;2024-12-04 04:00:00;DK1;597887;2600,987028
2024-12-04 03:00:00;2024-12-04 04:00:00;NO2;0;0,000000
2024-12-04 03:00:00;2024-12-04 04:00:00;SE;0;0,000000
2024-12-04 03:00:00;2024-12-04 04:00:00;GE;0;0,000000
2024-12-04 03:00:00;2024-12-04 04:00:00;NL;0;0,000000
2024-12-04 02:00:00;2024-12-04 03:00:00;DK1;613759;2735,214834
2024-12-04 02:00:00;2024-12-04 03:00:00;DK2;386240;1721,274555
2024-12-04 02:00:00;2024-12-04 03:00:00;NO2;0;0,000000
2024-12-04 02:00:00;2024-12-04 03:00:00;SE;0;0,000000
2024-12-04 02:00:00;2024-12-04 03:00:00;GE;0;0,000000
2024-12-04 02:00:00;2024-12-04 03:00:00;NL;0;0,000000
2024-12-04 01:00:00;2024-12-04 02:00:00;DK2;376370;1694,806291
2024-12-04 01:00:00;2024-12-04 02:00:00;DK1;623629;2808,225996
2024-12-04 01:00:00;2024-12-04 02:00:00;NO2;0;0,000000
2024-12-04 01:00:00;2024-12-04 02:00:00;SE;0;0,000000
2024-12-04 01:00:00;2024-12-04 02:00:00;GE;0;0,000000
2024-12-04 01:00:00;2024-12-04 02:00:00;NL;0;0,000000
2024-12-04 00:00:00;2024-12-04 01:00:00;DK2;354360;1667,678282
2024-12-04 00:00:00;2024-12-04 01:00:00;DK1;624674;2939,819569
2024-12-04 00:00:00;2024-12-04 01:00:00;NO2;8971;42,219767
2024-12-04 00:00:00;2024-12-04 01:00:00;SE;10606;49,918032
2024-12-04 00:00:00;2024-12-04 01:00:00;GE;0;0,000000
2024-12-04 00:00:00;2024-12-04 01:00:00;NL;1386;6,523207
2024-12-03 23:00:00;2024-12-04 00:00:00;DK1;616016;3058,158384
2024-12-03 23:00:00;2024-12-04 00:00:00;DK2;331937;1647,873359
2024-12-03 23:00:00;2024-12-04 00:00:00;NO2;20643;102,481045
2024-12-03 23:00:00;2024-12-04 00:00:00;SE;26901;133,550973
2024-12-03 23:00:00;2024-12-04 00:00:00;GE;0;0,000000
2024-12-03 23:00:00;2024-12-04 00:00:00;NL;4500;22,342854
2024-12-03 22:00:00;2024-12-03 23:00:00;DK2;310966;1614,005726
2024-12-03 22:00:00;2024-12-03 23:00:00;DK1;619959;3217,767765
2024-12-03 22:00:00;2024-12-03 23:00:00;NO2;26687;138,517392
2024-12-03 22:00:00;2024-12-03 23:00:00;SE;37168;192,913252
2024-12-03 22:00:00;2024-12-03 23:00:00;GE;0;0,000000
2024-12-03 22:00:00;2024-12-03 23:00:00;NL;5217;27,082004
2024-12-03 21:00:00;2024-12-03 22:00:00;DK2;302286;1647,113059
2024-12-03 21:00:00;2024-12-03 22:00:00;DK1;620980;3383,632585
2024-12-03 21:00:00;2024-12-03 22:00:00;NO2;29552;161,027566
2024-12-03 21:00:00;2024-12-03 22:00:00;SE;39005;212,535559
2024-12-03 21:00:00;2024-12-03 22:00:00;GE;0;0,000000
2024-12-03 21:00:00;2024-12-03 22:00:00;NL;8174;44,541715
2024-12-03 20:00:00;2024-12-03 21:00:00;DK2;299974;1673,030765
2024-12-03 20:00:00;2024-12-03 21:00:00;DK1;642094;3581,123738
2024-12-03 20:00:00;2024-12-03 21:00:00;NO2;23044;128,523512
2024-12-03 20:00:00;2024-12-03 21:00:00;SE;32861;183,278927
2024-12-03 20:00:00;2024-12-03 21:00:00;GE;0;0,000000
2024-12-03 20:00:00;2024-12-03 21:00:00;NL;2024;11,293509
2024-12-03 19:00:00;2024-12-03 20:00:00;DK1;683004;3988,205923
2024-12-03 19:00:00;2024-12-03 20:00:00;DK2;305065;1781,339089
2024-12-03 19:00:00;2024-12-03 20:00:00;NO2;5085;29,696103
2024-12-03 19:00:00;2024-12-03 20:00:00;SE;6844;39,965488
2024-12-03 19:00:00;2024-12-03 20:00:00;GE;0;0,000000
2024-12-03 19:00:00;2024-12-03 20:00:00;NL;0;0,000000
2024-12-03 18:00:00;2024-12-03 19:00:00;DK2;269033;1658,117970
2024-12-03 18:00:00;2024-12-03 19:00:00;DK1;722856;4455,138327
2024-12-03 18:00:00;2024-12-03 19:00:00;NO2;2299;14,173142
2024-12-03 18:00:00;2024-12-03 19:00:00;SE;4970;30,635685
2024-12-03 18:00:00;2024-12-03 19:00:00;GE;0;0,000000
2024-12-03 18:00:00;2024-12-03 19:00:00;NL;839;5,171938
2024-12-03 17:00:00;2024-12-03 18:00:00;DK2;221684;1435,315940
2024-12-03 17:00:00;2024-12-03 18:00:00;DK1;727179;4708,188908
2024-12-03 17:00:00;2024-12-03 18:00:00;NO2;16438;106,432717
2024-12-03 17:00:00;2024-12-03 18:00:00;SE;31776;205,737018
